Hour in year,Julian Day,DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 2m [m/s]
1,0.041666667,1/1/2013,1,1.3589
2,0.083333333,1/1/2013,2,1.0174
3,0.125,1/1/2013,3,1.4143
4,0.166666667,1/1/2013,4,1.0796
5,0.208333333,1/1/2013,5,1.3523
6,0.25,1/1/2013,6,2.2148
7,0.291666667,1/1/2013,7,1.8417
8,0.333333333,1/1/2013,8,0.9235
9,0.375,1/1/2013,9,1.6629
10,0.416666667,1/1/2013,10,0.9513
11,0.458333333,1/1/2013,11,1.7716
12,0.5,1/1/2013,12,2.6851
13,0.541666667,1/1/2013,13,2.4918
14,0.583333333,1/1/2013,14,2.3289
15,0.625,1/1/2013,15,2.1584
16,0.666666667,1/1/2013,16,3.1353
17,0.708333333,1/1/2013,17,5.1875
18,0.75,1/1/2013,18,5.3609
19,0.791666667,1/1/2013,19,5.6845
20,0.833333333,1/1/2013,20,5.532
21,0.875,1/1/2013,21,5.8202
22,0.916666667,1/1/2013,22,4.7209
23,0.958333333,1/1/2013,23,3.1246
24,1,1/2/2013,0,3.3593
25,1.041666667,1/2/2013,1,4.7907
26,1.083333333,1/2/2013,2,4.1703
27,1.125,1/2/2013,3,2.4029
28,1.166666667,1/2/2013,4,4.2571
29,1.208333333,1/2/2013,5,4.3592
30,1.25,1/2/2013,6,4.8227
31,1.291666667,1/2/2013,7,3.0774
32,1.333333333,1/2/2013,8,2.4114
33,1.375,1/2/2013,9,3.3808
34,1.416666667,1/2/2013,10,4.6415
35,1.458333333,1/2/2013,11,3.9429
36,1.5,1/2/2013,12,3.2549
37,1.541666667,1/2/2013,13,2.9505
38,1.583333333,1/2/2013,14,1.7656
39,1.625,1/2/2013,15,2.2738
40,1.666666667,1/2/2013,16,2.3606
41,1.708333333,1/2/2013,17,1.3603
42,1.75,1/2/2013,18,2.3935
43,1.791666667,1/2/2013,19,1.9819
44,1.833333333,1/2/2013,20,1.3865
45,1.875,1/2/2013,21,1.6391
46,1.916666667,1/2/2013,22,3.5524
47,1.958333333,1/2/2013,23,2.0459
48,2,1/3/2013,0,2.291
49,2.041666667,1/3/2013,1,1.8512
50,2.083333333,1/3/2013,2,1.1615
51,2.125,1/3/2013,3,1.4809
52,2.166666667,1/3/2013,4,1.695
53,2.208333333,1/3/2013,5,1.4248
54,2.25,1/3/2013,6,1.5522
55,2.291666667,1/3/2013,7,1.8444
56,2.333333333,1/3/2013,8,1.8754
57,2.375,1/3/2013,9,1.3287
58,2.416666667,1/3/2013,10,2.7038
59,2.458333333,1/3/2013,11,3.2651
60,2.5,1/3/2013,12,3.3869
61,2.541666667,1/3/2013,13,3.613
62,2.583333333,1/3/2013,14,3.106
63,2.625,1/3/2013,15,2.857
64,2.666666667,1/3/2013,16,2.3058
65,2.708333333,1/3/2013,17,2.1181
66,2.75,1/3/2013,18,2.424
67,2.791666667,1/3/2013,19,2.5239
68,2.833333333,1/3/2013,20,2.2778
69,2.875,1/3/2013,21,2.0663
70,2.916666667,1/3/2013,22,2.0733
71,2.958333333,1/3/2013,23,1.7086
72,3,1/4/2013,0,1.4144
73,3.041666667,1/4/2013,1,1.4886
74,3.083333333,1/4/2013,2,1.6258
75,3.125,1/4/2013,3,2.2704
76,3.166666667,1/4/2013,4,2.1947
77,3.208333333,1/4/2013,5,1.7321
78,3.25,1/4/2013,6,2.284
79,3.291666667,1/4/2013,7,2.1738
80,3.333333333,1/4/2013,8,2.0724
81,3.375,1/4/2013,9,1.0183
82,3.416666667,1/4/2013,10,1.4463
83,3.458333333,1/4/2013,11,1.5793
84,3.5,1/4/2013,12,2.6977
85,3.541666667,1/4/2013,13,2.1414
86,3.583333333,1/4/2013,14,2.284
87,3.625,1/4/2013,15,1.9935
88,3.666666667,1/4/2013,16,1.7143
89,3.708333333,1/4/2013,17,1.2997
90,3.75,1/4/2013,18,1.3922
91,3.791666667,1/4/2013,19,2.4291
92,3.833333333,1/4/2013,20,1.4301
93,3.875,1/4/2013,21,1.3635
94,3.916666667,1/4/2013,22,1.5649
95,3.958333333,1/4/2013,23,1.3101
96,4,1/5/2013,0,0.9988
97,4.041666667,1/5/2013,1,1.9072
98,4.083333333,1/5/2013,2,3.0422
99,4.125,1/5/2013,3,2.2753
100,4.166666667,1/5/2013,4,2.0604
101,4.208333333,1/5/2013,5,2.9858
102,4.25,1/5/2013,6,2.8004
103,4.291666667,1/5/2013,7,1.8738
104,4.333333333,1/5/2013,8,1.1844
105,4.375,1/5/2013,9,1.4153
106,4.416666667,1/5/2013,10,1.2768
107,4.458333333,1/5/2013,11,2.1439
108,4.5,1/5/2013,12,4.7479
109,4.541666667,1/5/2013,13,4.6884
110,4.583333333,1/5/2013,14,3.6233
111,4.625,1/5/2013,15,3.5274
112,4.666666667,1/5/2013,16,2.0203
113,4.708333333,1/5/2013,17,2.063
114,4.75,1/5/2013,18,1.923
115,4.791666667,1/5/2013,19,2.9727
116,4.833333333,1/5/2013,20,2.6143
117,4.875,1/5/2013,21,1.5057
118,4.916666667,1/5/2013,22,1.8287
119,4.958333333,1/5/2013,23,1.1654
120,5,1/6/2013,0,1.3993
121,5.041666667,1/6/2013,1,1.7943
122,5.083333333,1/6/2013,2,2.1311
123,5.125,1/6/2013,3,2.3369
124,5.166666667,1/6/2013,4,1.8929
125,5.208333333,1/6/2013,5,1.7755
126,5.25,1/6/2013,6,1.91
127,5.291666667,1/6/2013,7,1.9133
128,5.333333333,1/6/2013,8,1.9202
129,5.375,1/6/2013,9,1.5445
130,5.416666667,1/6/2013,10,1.3943
131,5.458333333,1/6/2013,11,1.228
132,5.5,1/6/2013,12,1.4134
133,5.541666667,1/6/2013,13,1.3473
134,5.583333333,1/6/2013,14,1.3324
135,5.625,1/6/2013,15,1.2751
136,5.666666667,1/6/2013,16,0.6822
137,5.708333333,1/6/2013,17,0.9278
138,5.75,1/6/2013,18,1.0596
139,5.791666667,1/6/2013,19,1.7084
140,5.833333333,1/6/2013,20,2.4347
141,5.875,1/6/2013,21,3.4467
142,5.916666667,1/6/2013,22,1.4008
143,5.958333333,1/6/2013,23,1.5824
144,6,1/7/2013,0,4.5893
145,6.041666667,1/7/2013,1,4.8507
146,6.083333333,1/7/2013,2,2.2931
147,6.125,1/7/2013,3,1.9206
148,6.166666667,1/7/2013,4,1.9421
149,6.208333333,1/7/2013,5,3.1357
150,6.25,1/7/2013,6,1.9274
151,6.291666667,1/7/2013,7,1.5548
152,6.333333333,1/7/2013,8,1.3337
153,6.375,1/7/2013,9,1.8185
154,6.416666667,1/7/2013,10,2.5801
155,6.458333333,1/7/2013,11,3.1197
156,6.5,1/7/2013,12,2.3292
157,6.541666667,1/7/2013,13,2.9749
158,6.583333333,1/7/2013,14,1.6506
159,6.625,1/7/2013,15,1.2654
160,6.666666667,1/7/2013,16,1.2289
161,6.708333333,1/7/2013,17,1.6286
162,6.75,1/7/2013,18,1.5704
163,6.791666667,1/7/2013,19,1.7522
164,6.833333333,1/7/2013,20,2.59
165,6.875,1/7/2013,21,1.8041
166,6.916666667,1/7/2013,22,1.6319
167,6.958333333,1/7/2013,23,4.9654
168,7,1/8/2013,0,5.1939
169,7.041666667,1/8/2013,1,5.6397
170,7.083333333,1/8/2013,2,6.4289
171,7.125,1/8/2013,3,9.2233
172,7.166666667,1/8/2013,4,7.8884
173,7.208333333,1/8/2013,5,6.7618
174,7.25,1/8/2013,6,6.2097
175,7.291666667,1/8/2013,7,5.2235
176,7.333333333,1/8/2013,8,5.5732
177,7.375,1/8/2013,9,4.3238
178,7.416666667,1/8/2013,10,9.8823
179,7.458333333,1/8/2013,11,10.2565
180,7.5,1/8/2013,12,9.9427
181,7.541666667,1/8/2013,13,10.8608
182,7.583333333,1/8/2013,14,9.0209
183,7.625,1/8/2013,15,5.6473
184,7.666666667,1/8/2013,16,6.7372
185,7.708333333,1/8/2013,17,6.9664
186,7.75,1/8/2013,18,5.7736
187,7.791666667,1/8/2013,19,1.6867
188,7.833333333,1/8/2013,20,1.8165
189,7.875,1/8/2013,21,1.2291
190,7.916666667,1/8/2013,22,1.7701
191,7.958333333,1/8/2013,23,1.9125
192,8,1/9/2013,0,2.2323
193,8.041666667,1/9/2013,1,1.8168
194,8.083333333,1/9/2013,2,1.2638
195,8.125,1/9/2013,3,1.8539
196,8.166666667,1/9/2013,4,2.3376
197,8.208333333,1/9/2013,5,1.5167
198,8.25,1/9/2013,6,1.8085
199,8.291666667,1/9/2013,7,2.7642
200,8.333333333,1/9/2013,8,1.6943
201,8.375,1/9/2013,9,2.0895
202,8.416666667,1/9/2013,10,3.0451
203,8.458333333,1/9/2013,11,4.0004
204,8.5,1/9/2013,12,2.7532
205,8.541666667,1/9/2013,13,2.0804
206,8.583333333,1/9/2013,14,1.0716
207,8.625,1/9/2013,15,2.0236
208,8.666666667,1/9/2013,16,1.2979
209,8.708333333,1/9/2013,17,1.1529
210,8.75,1/9/2013,18,1.2509
211,8.791666667,1/9/2013,19,1.8503
212,8.833333333,1/9/2013,20,2.5945
213,8.875,1/9/2013,21,3.1407
214,8.916666667,1/9/2013,22,2.3806
215,8.958333333,1/9/2013,23,1.9356
216,9,1/10/2013,0,2.2235
217,9.041666667,1/10/2013,1,1.465
218,9.083333333,1/10/2013,2,1.4484
219,9.125,1/10/2013,3,1.413
220,9.166666667,1/10/2013,4,1.3055
221,9.208333333,1/10/2013,5,2.0613
222,9.25,1/10/2013,6,1.3996
223,9.291666667,1/10/2013,7,1.8819
224,9.333333333,1/10/2013,8,1.0591
225,9.375,1/10/2013,9,1.1112
226,9.416666667,1/10/2013,10,1.5623
227,9.458333333,1/10/2013,11,0.7408
228,9.5,1/10/2013,12,0.7733
229,9.541666667,1/10/2013,13,1.0056
230,9.583333333,1/10/2013,14,1.0374
231,9.625,1/10/2013,15,1.4617
232,9.666666667,1/10/2013,16,1.3244
233,9.708333333,1/10/2013,17,1.8619
234,9.75,1/10/2013,18,1.6129
235,9.791666667,1/10/2013,19,1.7617
236,9.833333333,1/10/2013,20,2.1323
237,9.875,1/10/2013,21,1.4759
238,9.916666667,1/10/2013,22,1.5672
239,9.958333333,1/10/2013,23,1.5147
240,10,1/11/2013,0,3.8685
241,10.04166667,1/11/2013,1,4.2803
242,10.08333333,1/11/2013,2,4.2794
243,10.125,1/11/2013,3,7.1894
244,10.16666667,1/11/2013,4,5.7158
245,10.20833333,1/11/2013,5,3.8327
246,10.25,1/11/2013,6,4.3148
247,10.29166667,1/11/2013,7,4.1985
248,10.33333333,1/11/2013,8,3.1972
249,10.375,1/11/2013,9,7.8481
250,10.41666667,1/11/2013,10,7.8745
251,10.45833333,1/11/2013,11,10.5905
252,10.5,1/11/2013,12,10.1693
253,10.54166667,1/11/2013,13,8.9046
254,10.58333333,1/11/2013,14,6.7341
255,10.625,1/11/2013,15,5.5915
256,10.66666667,1/11/2013,16,5.4889
257,10.70833333,1/11/2013,17,3.2617
258,10.75,1/11/2013,18,2.9092
259,10.79166667,1/11/2013,19,3.6187
260,10.83333333,1/11/2013,20,6.0994
261,10.875,1/11/2013,21,10.7631
262,10.91666667,1/11/2013,22,10.4868
263,10.95833333,1/11/2013,23,8.4447
264,11,1/12/2013,0,4.8123
265,11.04166667,1/12/2013,1,3.6059
266,11.08333333,1/12/2013,2,2.1129
267,11.125,1/12/2013,3,2.143
268,11.16666667,1/12/2013,4,1.3136
269,11.20833333,1/12/2013,5,1.1313
270,11.25,1/12/2013,6,1.0281
271,11.29166667,1/12/2013,7,1.0166
272,11.33333333,1/12/2013,8,1.1983
273,11.375,1/12/2013,9,1.6047
274,11.41666667,1/12/2013,10,1.6052
275,11.45833333,1/12/2013,11,0.853
276,11.5,1/12/2013,12,1.1242
277,11.54166667,1/12/2013,13,1.6787
278,11.58333333,1/12/2013,14,1.761
279,11.625,1/12/2013,15,2.2608
280,11.66666667,1/12/2013,16,2.269
281,11.70833333,1/12/2013,17,1.8774
282,11.75,1/12/2013,18,2.4895
283,11.79166667,1/12/2013,19,2.4341
284,11.83333333,1/12/2013,20,2.3939
285,11.875,1/12/2013,21,1.8204
286,11.91666667,1/12/2013,22,2.327
287,11.95833333,1/12/2013,23,2.6621
288,12,1/13/2013,0,2.5657
289,12.04166667,1/13/2013,1,0.8766
290,12.08333333,1/13/2013,2,0.8522
291,12.125,1/13/2013,3,0.7745
292,12.16666667,1/13/2013,4,0.3348
293,12.20833333,1/13/2013,5,0.4539
294,12.25,1/13/2013,6,1.5186
295,12.29166667,1/13/2013,7,1.1098
296,12.33333333,1/13/2013,8,0.772
297,12.375,1/13/2013,9,1.1853
298,12.41666667,1/13/2013,10,1.1653
299,12.45833333,1/13/2013,11,1.886
300,12.5,1/13/2013,12,1.8379
301,12.54166667,1/13/2013,13,2.372
302,12.58333333,1/13/2013,14,2.1487
303,12.625,1/13/2013,15,2.2698
304,12.66666667,1/13/2013,16,2.307
305,12.70833333,1/13/2013,17,1.9014
306,12.75,1/13/2013,18,1.3638
307,12.79166667,1/13/2013,19,0.669
308,12.83333333,1/13/2013,20,0.5034
309,12.875,1/13/2013,21,1.3018
310,12.91666667,1/13/2013,22,1.9138
311,12.95833333,1/13/2013,23,1.7656
312,13,1/14/2013,0,1.2691
313,13.04166667,1/14/2013,1,0.9787
314,13.08333333,1/14/2013,2,0.662
315,13.125,1/14/2013,3,1.2841
316,13.16666667,1/14/2013,4,1.2757
317,13.20833333,1/14/2013,5,0.9518
318,13.25,1/14/2013,6,0.9462
319,13.29166667,1/14/2013,7,0.8812
320,13.33333333,1/14/2013,8,0.9709
321,13.375,1/14/2013,9,0.8966
322,13.41666667,1/14/2013,10,0.6689
323,13.45833333,1/14/2013,11,0.9814
324,13.5,1/14/2013,12,1.3791
325,13.54166667,1/14/2013,13,2.0936
326,13.58333333,1/14/2013,14,2.117
327,13.625,1/14/2013,15,1.8089
328,13.66666667,1/14/2013,16,1.5584
329,13.70833333,1/14/2013,17,0.9001
330,13.75,1/14/2013,18,2.2067
331,13.79166667,1/14/2013,19,2.1785
332,13.83333333,1/14/2013,20,2.1551
333,13.875,1/14/2013,21,1.6992
334,13.91666667,1/14/2013,22,2.1837
335,13.95833333,1/14/2013,23,2.1365
336,14,1/15/2013,0,1.4245
337,14.04166667,1/15/2013,1,0.8602
338,14.08333333,1/15/2013,2,1.152
339,14.125,1/15/2013,3,1.5637
340,14.16666667,1/15/2013,4,2.0732
341,14.20833333,1/15/2013,5,1.963
342,14.25,1/15/2013,6,1.4268
343,14.29166667,1/15/2013,7,1.6485
344,14.33333333,1/15/2013,8,0.9492
345,14.375,1/15/2013,9,1.3844
346,14.41666667,1/15/2013,10,1.2426
347,14.45833333,1/15/2013,11,1.6469
348,14.5,1/15/2013,12,3.1957
349,14.54166667,1/15/2013,13,2.741
350,14.58333333,1/15/2013,14,2.3402
351,14.625,1/15/2013,15,3.4853
352,14.66666667,1/15/2013,16,3.368
353,14.70833333,1/15/2013,17,1.9856
354,14.75,1/15/2013,18,1.8727
355,14.79166667,1/15/2013,19,1.183
356,14.83333333,1/15/2013,20,1.7817
357,14.875,1/15/2013,21,0.759
358,14.91666667,1/15/2013,22,2.387
359,14.95833333,1/15/2013,23,2.0941
360,15,1/16/2013,0,1.9292
361,15.04166667,1/16/2013,1,1.8799
362,15.08333333,1/16/2013,2,1.7064
363,15.125,1/16/2013,3,4.1088
364,15.16666667,1/16/2013,4,2.4972
365,15.20833333,1/16/2013,5,3.951
366,15.25,1/16/2013,6,2.5862
367,15.29166667,1/16/2013,7,2.3216
368,15.33333333,1/16/2013,8,1.4014
369,15.375,1/16/2013,9,1.22
370,15.41666667,1/16/2013,10,1.9385
371,15.45833333,1/16/2013,11,3.1721
372,15.5,1/16/2013,12,3.1587
373,15.54166667,1/16/2013,13,2.6617
374,15.58333333,1/16/2013,14,2.7708
375,15.625,1/16/2013,15,2.5428
376,15.66666667,1/16/2013,16,1.5589
377,15.70833333,1/16/2013,17,1.6193
378,15.75,1/16/2013,18,1.3797
379,15.79166667,1/16/2013,19,2.6497
380,15.83333333,1/16/2013,20,3.1
381,15.875,1/16/2013,21,3.6772
382,15.91666667,1/16/2013,22,3.6422
383,15.95833333,1/16/2013,23,3.7322
384,16,1/17/2013,0,3.0157
385,16.04166667,1/17/2013,1,2.644
386,16.08333333,1/17/2013,2,1.9609
387,16.125,1/17/2013,3,1.6594
388,16.16666667,1/17/2013,4,1.5278
389,16.20833333,1/17/2013,5,2.1483
390,16.25,1/17/2013,6,1.741
391,16.29166667,1/17/2013,7,1.6434
392,16.33333333,1/17/2013,8,1.5734
393,16.375,1/17/2013,9,0.6392
394,16.41666667,1/17/2013,10,1.4743
395,16.45833333,1/17/2013,11,0.9607
396,16.5,1/17/2013,12,1.527
397,16.54166667,1/17/2013,13,2.9532
398,16.58333333,1/17/2013,14,2.9394
399,16.625,1/17/2013,15,2.7366
400,16.66666667,1/17/2013,16,2.2628
401,16.70833333,1/17/2013,17,1.9372
402,16.75,1/17/2013,18,2.0024
403,16.79166667,1/17/2013,19,1.7148
404,16.83333333,1/17/2013,20,1.0377
405,16.875,1/17/2013,21,1.7582
406,16.91666667,1/17/2013,22,1.6547
407,16.95833333,1/17/2013,23,5.5096
408,17,1/18/2013,0,5.755
409,17.04166667,1/18/2013,1,7.2691
410,17.08333333,1/18/2013,2,6.9015
411,17.125,1/18/2013,3,5.4686
412,17.16666667,1/18/2013,4,1.5454
413,17.20833333,1/18/2013,5,4.6603
414,17.25,1/18/2013,6,7.4948
415,17.29166667,1/18/2013,7,6.8881
416,17.33333333,1/18/2013,8,7.5342
417,17.375,1/18/2013,9,8.3343
418,17.41666667,1/18/2013,10,4.6138
419,17.45833333,1/18/2013,11,4.6493
420,17.5,1/18/2013,12,5.1996
421,17.54166667,1/18/2013,13,5.3878
422,17.58333333,1/18/2013,14,6.1469
423,17.625,1/18/2013,15,6.1055
424,17.66666667,1/18/2013,16,6.8476
425,17.70833333,1/18/2013,17,7.9972
426,17.75,1/18/2013,18,8.021
427,17.79166667,1/18/2013,19,8.3659
428,17.83333333,1/18/2013,20,8.9155
429,17.875,1/18/2013,21,8.5643
430,17.91666667,1/18/2013,22,9.4348
431,17.95833333,1/18/2013,23,12.2952
432,18,1/19/2013,0,15.001
433,18.04166667,1/19/2013,1,11.0909
434,18.08333333,1/19/2013,2,12.1857
435,18.125,1/19/2013,3,5.9714
436,18.16666667,1/19/2013,4,3.9982
437,18.20833333,1/19/2013,5,4.0072
438,18.25,1/19/2013,6,5.8235
439,18.29166667,1/19/2013,7,5.71
440,18.33333333,1/19/2013,8,3.0101
441,18.375,1/19/2013,9,2.8164
442,18.41666667,1/19/2013,10,2.9018
443,18.45833333,1/19/2013,11,2.1844
444,18.5,1/19/2013,12,1.9432
445,18.54166667,1/19/2013,13,1.939
446,18.58333333,1/19/2013,14,3.9609
447,18.625,1/19/2013,15,6.7092
448,18.66666667,1/19/2013,16,6.9189
449,18.70833333,1/19/2013,17,7.3075
450,18.75,1/19/2013,18,8.1684
451,18.79166667,1/19/2013,19,7.1679
452,18.83333333,1/19/2013,20,7.3063
453,18.875,1/19/2013,21,6.7545
454,18.91666667,1/19/2013,22,4.3884
455,18.95833333,1/19/2013,23,4.6408
456,19,1/20/2013,0,1.1765
457,19.04166667,1/20/2013,1,2.2896
458,19.08333333,1/20/2013,2,2.2237
459,19.125,1/20/2013,3,1.7807
460,19.16666667,1/20/2013,4,1.819
461,19.20833333,1/20/2013,5,2.2524
462,19.25,1/20/2013,6,3.6657
463,19.29166667,1/20/2013,7,2.5985
464,19.33333333,1/20/2013,8,1.7305
465,19.375,1/20/2013,9,2.5853
466,19.41666667,1/20/2013,10,4.9469
467,19.45833333,1/20/2013,11,3.464
468,19.5,1/20/2013,12,3.1588
469,19.54166667,1/20/2013,13,4.4162
470,19.58333333,1/20/2013,14,2.4275
471,19.625,1/20/2013,15,1.6784
472,19.66666667,1/20/2013,16,1.6857
473,19.70833333,1/20/2013,17,1.1832
474,19.75,1/20/2013,18,1.1579
475,19.79166667,1/20/2013,19,1.0464
476,19.83333333,1/20/2013,20,1.1212
477,19.875,1/20/2013,21,1.2754
478,19.91666667,1/20/2013,22,1.482
479,19.95833333,1/20/2013,23,1.4161
480,20,1/21/2013,0,1.3591
481,20.04166667,1/21/2013,1,1.1556
482,20.08333333,1/21/2013,2,1.312
483,20.125,1/21/2013,3,1.1611
484,20.16666667,1/21/2013,4,1.426
485,20.20833333,1/21/2013,5,0.9886
486,20.25,1/21/2013,6,1.2803
487,20.29166667,1/21/2013,7,3.2286
488,20.33333333,1/21/2013,8,3.9394
489,20.375,1/21/2013,9,2.4114
490,20.41666667,1/21/2013,10,3.6353
491,20.45833333,1/21/2013,11,5.9471
492,20.5,1/21/2013,12,7.7777
493,20.54166667,1/21/2013,13,7.0646
494,20.58333333,1/21/2013,14,5.6682
495,20.625,1/21/2013,15,5.0445
496,20.66666667,1/21/2013,16,6.0294
497,20.70833333,1/21/2013,17,6.5926
498,20.75,1/21/2013,18,3.3076
499,20.79166667,1/21/2013,19,6.3952
500,20.83333333,1/21/2013,20,13.0265
501,20.875,1/21/2013,21,10.8449
502,20.91666667,1/21/2013,22,11.5061
503,20.95833333,1/21/2013,23,12.1894
504,21,1/22/2013,0,13.5184
505,21.04166667,1/22/2013,1,11.541
506,21.08333333,1/22/2013,2,13.9376
507,21.125,1/22/2013,3,15.953
508,21.16666667,1/22/2013,4,13.4175
509,21.20833333,1/22/2013,5,9.3644
510,21.25,1/22/2013,6,11.3349
511,21.29166667,1/22/2013,7,7.5418
512,21.33333333,1/22/2013,8,6.0351
513,21.375,1/22/2013,9,6.5504
514,21.41666667,1/22/2013,10,4.6858
515,21.45833333,1/22/2013,11,4.7756
516,21.5,1/22/2013,12,7.2685
517,21.54166667,1/22/2013,13,9.4865
518,21.58333333,1/22/2013,14,9.9711
519,21.625,1/22/2013,15,10.9328
520,21.66666667,1/22/2013,16,10.8356
521,21.70833333,1/22/2013,17,9.7685
522,21.75,1/22/2013,18,8.8729
523,21.79166667,1/22/2013,19,8.5474
524,21.83333333,1/22/2013,20,7.1484
525,21.875,1/22/2013,21,3.6425
526,21.91666667,1/22/2013,22,4.3265
527,21.95833333,1/22/2013,23,8.1301
528,22,1/23/2013,0,6.1115
529,22.04166667,1/23/2013,1,2.0915
530,22.08333333,1/23/2013,2,2.6588
531,22.125,1/23/2013,3,2.7298
532,22.16666667,1/23/2013,4,2.6717
533,22.20833333,1/23/2013,5,1.7449
534,22.25,1/23/2013,6,2.3207
535,22.29166667,1/23/2013,7,1.9531
536,22.33333333,1/23/2013,8,2.1086
537,22.375,1/23/2013,9,1.9446
538,22.41666667,1/23/2013,10,1.6246
539,22.45833333,1/23/2013,11,1.4383
540,22.5,1/23/2013,12,1.4005
541,22.54166667,1/23/2013,13,1.1471
542,22.58333333,1/23/2013,14,0.9845
543,22.625,1/23/2013,15,1.779
544,22.66666667,1/23/2013,16,2.1986
545,22.70833333,1/23/2013,17,2.4751
546,22.75,1/23/2013,18,1.9398
547,22.79166667,1/23/2013,19,2.2907
548,22.83333333,1/23/2013,20,1.8847
549,22.875,1/23/2013,21,1.9659
550,22.91666667,1/23/2013,22,2.5822
551,22.95833333,1/23/2013,23,1.3983
552,23,1/24/2013,0,2.419
553,23.04166667,1/24/2013,1,2.4931
554,23.08333333,1/24/2013,2,2.3181
555,23.125,1/24/2013,3,2.0366
556,23.16666667,1/24/2013,4,4.0488
557,23.20833333,1/24/2013,5,3.2452
558,23.25,1/24/2013,6,2.8186
559,23.29166667,1/24/2013,7,3.465
560,23.33333333,1/24/2013,8,5.0086
561,23.375,1/24/2013,9,5.9653
562,23.41666667,1/24/2013,10,5.3233
563,23.45833333,1/24/2013,11,6.4664
564,23.5,1/24/2013,12,8.076
565,23.54166667,1/24/2013,13,7.2981
566,23.58333333,1/24/2013,14,6.7665
567,23.625,1/24/2013,15,8.7738
568,23.66666667,1/24/2013,16,6.4998
569,23.70833333,1/24/2013,17,3.7719
570,23.75,1/24/2013,18,2.165
571,23.79166667,1/24/2013,19,6.5687
572,23.83333333,1/24/2013,20,7.6348
573,23.875,1/24/2013,21,5.9793
574,23.91666667,1/24/2013,22,2.2543
575,23.95833333,1/24/2013,23,5.3769
576,24,1/25/2013,0,3.3057
577,24.04166667,1/25/2013,1,3.5237
578,24.08333333,1/25/2013,2,5.5794
579,24.125,1/25/2013,3,3.4979
580,24.16666667,1/25/2013,4,2.7848
581,24.20833333,1/25/2013,5,2.3088
582,24.25,1/25/2013,6,1.2672
583,24.29166667,1/25/2013,7,1.9743
584,24.33333333,1/25/2013,8,1.4185
585,24.375,1/25/2013,9,2.0083
586,24.41666667,1/25/2013,10,2.2687
587,24.45833333,1/25/2013,11,1.9044
588,24.5,1/25/2013,12,2.2139
589,24.54166667,1/25/2013,13,2.858
590,24.58333333,1/25/2013,14,3.54
591,24.625,1/25/2013,15,3.762
592,24.66666667,1/25/2013,16,2.607
593,24.70833333,1/25/2013,17,1.9742
594,24.75,1/25/2013,18,0.7991
595,24.79166667,1/25/2013,19,1.5348
596,24.83333333,1/25/2013,20,1.6062
597,24.875,1/25/2013,21,1.5777
598,24.91666667,1/25/2013,22,1.5374
599,24.95833333,1/25/2013,23,1.6628
600,25,1/26/2013,0,2.0549
601,25.04166667,1/26/2013,1,1.6331
602,25.08333333,1/26/2013,2,1.7362
603,25.125,1/26/2013,3,2.451
604,25.16666667,1/26/2013,4,1.5595
605,25.20833333,1/26/2013,5,3.0211
606,25.25,1/26/2013,6,2.0947
607,25.29166667,1/26/2013,7,3.6024
608,25.33333333,1/26/2013,8,1.8317
609,25.375,1/26/2013,9,1.1931
610,25.41666667,1/26/2013,10,1.7424
611,25.45833333,1/26/2013,11,1.5855
612,25.5,1/26/2013,12,1.7003
613,25.54166667,1/26/2013,13,1.1382
614,25.58333333,1/26/2013,14,1.9804
615,25.625,1/26/2013,15,2.032
616,25.66666667,1/26/2013,16,1.7478
617,25.70833333,1/26/2013,17,1.2236
618,25.75,1/26/2013,18,1.1196
619,25.79166667,1/26/2013,19,1.5137
620,25.83333333,1/26/2013,20,1.5485
621,25.875,1/26/2013,21,1.564
622,25.91666667,1/26/2013,22,0.7891
623,25.95833333,1/26/2013,23,0.7945
624,26,1/27/2013,0,0.9703
625,26.04166667,1/27/2013,1,1.0775
626,26.08333333,1/27/2013,2,1.077
627,26.125,1/27/2013,3,1.0737
628,26.16666667,1/27/2013,4,1.0159
629,26.20833333,1/27/2013,5,1.0409
630,26.25,1/27/2013,6,1.5429
631,26.29166667,1/27/2013,7,1.2207
632,26.33333333,1/27/2013,8,1.5009
633,26.375,1/27/2013,9,1.7416
634,26.41666667,1/27/2013,10,3.7226
635,26.45833333,1/27/2013,11,3.4017
636,26.5,1/27/2013,12,3.4082
637,26.54166667,1/27/2013,13,3.2789
638,26.58333333,1/27/2013,14,3.5904
639,26.625,1/27/2013,15,3.5645
640,26.66666667,1/27/2013,16,3.2205
641,26.70833333,1/27/2013,17,2.2765
642,26.75,1/27/2013,18,2.2607
643,26.79166667,1/27/2013,19,1.2278
644,26.83333333,1/27/2013,20,2.9565
645,26.875,1/27/2013,21,1.4735
646,26.91666667,1/27/2013,22,1.8317
647,26.95833333,1/27/2013,23,1.6975
648,27,1/28/2013,0,1.575
649,27.04166667,1/28/2013,1,1.4327
650,27.08333333,1/28/2013,2,2.3838
651,27.125,1/28/2013,3,2.1086
652,27.16666667,1/28/2013,4,1.4665
653,27.20833333,1/28/2013,5,1.7737
654,27.25,1/28/2013,6,1.5613
655,27.29166667,1/28/2013,7,0.7698
656,27.33333333,1/28/2013,8,1.3794
657,27.375,1/28/2013,9,1.2971
658,27.41666667,1/28/2013,10,1.4248
659,27.45833333,1/28/2013,11,2.0812
