Hour in year,Julian Day,DATE (MM/DD/YYYY),HOUR-MST,Avg Avg Wind Speed @ 2m [m/s]
4877,203.2083333,7/23/2013,5,1.5089
4878,203.25,7/23/2013,6,1.9317
4879,203.2916667,7/23/2013,7,1.5146
4880,203.3333333,7/23/2013,8,2.5836
4881,203.375,7/23/2013,9,2.907
4882,203.4166667,7/23/2013,10,3.6651
4883,203.4583333,7/23/2013,11,2.7123
4884,203.5,7/23/2013,12,2.6353
4885,203.5416667,7/23/2013,13,2.5406
4886,203.5833333,7/23/2013,14,2.4842
4887,203.625,7/23/2013,15,2.3353
4888,203.6666667,7/23/2013,16,2.2135
4889,203.7083333,7/23/2013,17,2.3131
4890,203.75,7/23/2013,18,2.8736
4891,203.7916667,7/23/2013,19,2.5412
4892,203.8333333,7/23/2013,20,1.9755
4893,203.875,7/23/2013,21,1.1083
4894,203.9166667,7/23/2013,22,1.1323
4895,203.9583333,7/23/2013,23,2.116
4896,204,7/24/2013,0,2.3761
4897,204.0416667,7/24/2013,1,2.7607
4898,204.0833333,7/24/2013,2,2.1039
4899,204.125,7/24/2013,3,1.2312
4900,204.1666667,7/24/2013,4,0.5253
4901,204.2083333,7/24/2013,5,0.4591
4902,204.25,7/24/2013,6,1.2226
4903,204.2916667,7/24/2013,7,2.2699
4904,204.3333333,7/24/2013,8,2.1936
4905,204.375,7/24/2013,9,2.1319
4906,204.4166667,7/24/2013,10,2.1419
4907,204.4583333,7/24/2013,11,1.969
4908,204.5,7/24/2013,12,2.1035
4909,204.5416667,7/24/2013,13,1.7556
4910,204.5833333,7/24/2013,14,4.5335
4911,204.625,7/24/2013,15,6.9337
4912,204.6666667,7/24/2013,16,1.958
4913,204.7083333,7/24/2013,17,4.7039
4914,204.75,7/24/2013,18,3.896
4915,204.7916667,7/24/2013,19,2.8828
4916,204.8333333,7/24/2013,20,2.705
4917,204.875,7/24/2013,21,6.1858
4918,204.9166667,7/24/2013,22,7.2076
4919,204.9583333,7/24/2013,23,6.6223
4920,205,7/25/2013,0,4.5661
4921,205.0416667,7/25/2013,1,3.6755
4922,205.0833333,7/25/2013,2,1.045
4923,205.125,7/25/2013,3,1.0938
4924,205.1666667,7/25/2013,4,1.8542
4925,205.2083333,7/25/2013,5,2.1659
4926,205.25,7/25/2013,6,1.1589
4927,205.2916667,7/25/2013,7,2.1337
4928,205.3333333,7/25/2013,8,1.6744
4929,205.375,7/25/2013,9,1.337
4930,205.4166667,7/25/2013,10,2.1808
4931,205.4583333,7/25/2013,11,2.666
4932,205.5,7/25/2013,12,3.3225
4933,205.5416667,7/25/2013,13,3.3724
4934,205.5833333,7/25/2013,14,3.5974
4935,205.625,7/25/2013,15,2.1049
4936,205.6666667,7/25/2013,16,3.5212
4937,205.7083333,7/25/2013,17,2.9984
4938,205.75,7/25/2013,18,1.7389
4939,205.7916667,7/25/2013,19,1.2281
4940,205.8333333,7/25/2013,20,1.2052
4941,205.875,7/25/2013,21,1.2965
4942,205.9166667,7/25/2013,22,1.58
4943,205.9583333,7/25/2013,23,1.6115
4944,206,7/26/2013,0,1.4746
4945,206.0416667,7/26/2013,1,1.1505
4946,206.0833333,7/26/2013,2,1.505
4947,206.125,7/26/2013,3,1.274
4948,206.1666667,7/26/2013,4,1.3611
4949,206.2083333,7/26/2013,5,1.2974
4950,206.25,7/26/2013,6,1.4148
4951,206.2916667,7/26/2013,7,1.179
4952,206.3333333,7/26/2013,8,2.6851
4953,206.375,7/26/2013,9,1.7564
4954,206.4166667,7/26/2013,10,1.5085
4955,206.4583333,7/26/2013,11,1.9205
4956,206.5,7/26/2013,12,1.4701
4957,206.5416667,7/26/2013,13,1.1671
4958,206.5833333,7/26/2013,14,2.2247
4959,206.625,7/26/2013,15,1.7497
4960,206.6666667,7/26/2013,16,2.0979
4961,206.7083333,7/26/2013,17,1.422
4962,206.75,7/26/2013,18,2.5778
4963,206.7916667,7/26/2013,19,0.9918
4964,206.8333333,7/26/2013,20,3.5549
4965,206.875,7/26/2013,21,3.2334
4966,206.9166667,7/26/2013,22,1.091
4967,206.9583333,7/26/2013,23,1.1691
4968,207,7/27/2013,0,2.1266
4969,207.0416667,7/27/2013,1,1.1316
4970,207.0833333,7/27/2013,2,1.4595
4971,207.125,7/27/2013,3,1.1552
4972,207.1666667,7/27/2013,4,1.3311
4973,207.2083333,7/27/2013,5,1.0494
4974,207.25,7/27/2013,6,1.9116
4975,207.2916667,7/27/2013,7,1.9139
4976,207.3333333,7/27/2013,8,1.6455
4977,207.375,7/27/2013,9,2.3676
4978,207.4166667,7/27/2013,10,2.7208
4979,207.4583333,7/27/2013,11,3.0204
4980,207.5,7/27/2013,12,2.9673
4981,207.5416667,7/27/2013,13,2.5229
4982,207.5833333,7/27/2013,14,3.3795
4983,207.625,7/27/2013,15,3.471
4984,207.6666667,7/27/2013,16,2.356
4985,207.7083333,7/27/2013,17,2.354
4986,207.75,7/27/2013,18,2.1525
4987,207.7916667,7/27/2013,19,1.7099
4988,207.8333333,7/27/2013,20,2.1328
4989,207.875,7/27/2013,21,1.7162
4990,207.9166667,7/27/2013,22,0.903
4991,207.9583333,7/27/2013,23,3.0956
4992,208,7/28/2013,0,1.5218
4993,208.0416667,7/28/2013,1,0.4187
4994,208.0833333,7/28/2013,2,1.2219
4995,208.125,7/28/2013,3,0.9964
4996,208.1666667,7/28/2013,4,0.777
4997,208.2083333,7/28/2013,5,2.1258
4998,208.25,7/28/2013,6,2.0518
4999,208.2916667,7/28/2013,7,1.5084
5000,208.3333333,7/28/2013,8,1.6695
5001,208.375,7/28/2013,9,1.9786
5002,208.4166667,7/28/2013,10,1.9506
5003,208.4583333,7/28/2013,11,2.1408
5004,208.5,7/28/2013,12,2.1226
5005,208.5416667,7/28/2013,13,0.82
5006,208.5833333,7/28/2013,14,0.5297
5007,208.625,7/28/2013,15,1.2176
5008,208.6666667,7/28/2013,16,1.8611
5009,208.7083333,7/28/2013,17,3.7181
5010,208.75,7/28/2013,18,3.2402
5011,208.7916667,7/28/2013,19,1.3395
5012,208.8333333,7/28/2013,20,1.8983
5013,208.875,7/28/2013,21,1.9696
5014,208.9166667,7/28/2013,22,1.5898
5015,208.9583333,7/28/2013,23,1.5051
5016,209,7/29/2013,0,0.9105
5017,209.0416667,7/29/2013,1,1.1079
5018,209.0833333,7/29/2013,2,1.914
5019,209.125,7/29/2013,3,1.2129
5020,209.1666667,7/29/2013,4,1.004
5021,209.2083333,7/29/2013,5,1.6274
5022,209.25,7/29/2013,6,1.2866
5023,209.2916667,7/29/2013,7,2.1023
5024,209.3333333,7/29/2013,8,1.6658
5025,209.375,7/29/2013,9,1.0122
5026,209.4166667,7/29/2013,10,1.3106
5027,209.4583333,7/29/2013,11,1.3974
5028,209.5,7/29/2013,12,2.0738
5029,209.5416667,7/29/2013,13,2.7175
5030,209.5833333,7/29/2013,14,3.0157
5031,209.625,7/29/2013,15,2.7889
5032,209.6666667,7/29/2013,16,3.2155
5033,209.7083333,7/29/2013,17,2.0303
5034,209.75,7/29/2013,18,1.5516
5035,209.7916667,7/29/2013,19,0.6286
5036,209.8333333,7/29/2013,20,1.5271
5037,209.875,7/29/2013,21,1.7773
5038,209.9166667,7/29/2013,22,1.0855
5039,209.9583333,7/29/2013,23,1.0221
5040,210,7/30/2013,0,1.979
5041,210.0416667,7/30/2013,1,1.1981
5042,210.0833333,7/30/2013,2,1.2135
5043,210.125,7/30/2013,3,1.3281
5044,210.1666667,7/30/2013,4,1.5213
5045,210.2083333,7/30/2013,5,1.4383
5046,210.25,7/30/2013,6,1.1635
5047,210.2916667,7/30/2013,7,1.2078
5048,210.3333333,7/30/2013,8,1.9304
5049,210.375,7/30/2013,9,1.1951
5050,210.4166667,7/30/2013,10,1.9778
5051,210.4583333,7/30/2013,11,2.6408
5052,210.5,7/30/2013,12,2.6025
5053,210.5416667,7/30/2013,13,2.1893
5054,210.5833333,7/30/2013,14,2.3355
5055,210.625,7/30/2013,15,2.8095
5056,210.6666667,7/30/2013,16,1.6089
5057,210.7083333,7/30/2013,17,1.6048
5058,210.75,7/30/2013,18,4.1322
5059,210.7916667,7/30/2013,19,2.5909
5060,210.8333333,7/30/2013,20,2.456
5061,210.875,7/30/2013,21,2.729
5062,210.9166667,7/30/2013,22,2.5998
5063,210.9583333,7/30/2013,23,2.1465
5064,211,7/31/2013,0,1.8683
5065,211.0416667,7/31/2013,1,1.6505
5066,211.0833333,7/31/2013,2,2.1326
5067,211.125,7/31/2013,3,1.7222
5068,211.1666667,7/31/2013,4,1.3437
5069,211.2083333,7/31/2013,5,1.3748
5070,211.25,7/31/2013,6,1.3255
5071,211.2916667,7/31/2013,7,1.2579
5072,211.3333333,7/31/2013,8,1.204
5073,211.375,7/31/2013,9,1.3279
5074,211.4166667,7/31/2013,10,1.8355
5075,211.4583333,7/31/2013,11,1.6084
5076,211.5,7/31/2013,12,1.9655
5077,211.5416667,7/31/2013,13,2.5702
5078,211.5833333,7/31/2013,14,2.4612
5079,211.625,7/31/2013,15,2.8748
5080,211.6666667,7/31/2013,16,1.8914
5081,211.7083333,7/31/2013,17,1.6876
5082,211.75,7/31/2013,18,3.1479
5083,211.7916667,7/31/2013,19,3.456
5084,211.8333333,7/31/2013,20,1.5652
5085,211.875,7/31/2013,21,1.1242
5086,211.9166667,7/31/2013,22,1.022
5087,211.9583333,7/31/2013,23,2.18
5088,212,8/1/2013,0,2.6957
5089,212.0416667,8/1/2013,1,1.5299
5090,212.0833333,8/1/2013,2,1.9385
5091,212.125,8/1/2013,3,1.8172
5092,212.1666667,8/1/2013,4,0.6911
5093,212.2083333,8/1/2013,5,1.0719
5094,212.25,8/1/2013,6,1.5645
5095,212.2916667,8/1/2013,7,1.6974
5096,212.3333333,8/1/2013,8,2.0351
5097,212.375,8/1/2013,9,1.4605
5098,212.4166667,8/1/2013,10,1.4523
5099,212.4583333,8/1/2013,11,2.0476
5100,212.5,8/1/2013,12,1.8691
5101,212.5416667,8/1/2013,13,3.0899
5102,212.5833333,8/1/2013,14,6.1684
5103,212.625,8/1/2013,15,5.0225
5104,212.6666667,8/1/2013,16,1.4198
5105,212.7083333,8/1/2013,17,0.847
5106,212.75,8/1/2013,18,1.457
5107,212.7916667,8/1/2013,19,1.5761
5108,212.8333333,8/1/2013,20,0.9514
5109,212.875,8/1/2013,21,1.1005
5110,212.9166667,8/1/2013,22,1.0876
5111,212.9583333,8/1/2013,23,0.7052
5112,213,8/2/2013,0,1.2768
5113,213.0416667,8/2/2013,1,1.0107
5114,213.0833333,8/2/2013,2,1.8244
5115,213.125,8/2/2013,3,1.9579
5116,213.1666667,8/2/2013,4,1.6891
5117,213.2083333,8/2/2013,5,1.9477
5118,213.25,8/2/2013,6,0.8315
5119,213.2916667,8/2/2013,7,0.7813
5120,213.3333333,8/2/2013,8,2.2098
5121,213.375,8/2/2013,9,3.0376
5122,213.4166667,8/2/2013,10,2.4174
5123,213.4583333,8/2/2013,11,2.8578
5124,213.5,8/2/2013,12,5.2243
5125,213.5416667,8/2/2013,13,5.6607
5126,213.5833333,8/2/2013,14,5.052
5127,213.625,8/2/2013,15,5.0484
5128,213.6666667,8/2/2013,16,3.6269
5129,213.7083333,8/2/2013,17,1.5242
5130,213.75,8/2/2013,18,2.3499
5131,213.7916667,8/2/2013,19,3.5696
5132,213.8333333,8/2/2013,20,4.4751
5133,213.875,8/2/2013,21,5.1465
5134,213.9166667,8/2/2013,22,3.8174
5135,213.9583333,8/2/2013,23,1.2946
5136,214,8/3/2013,0,1.1085
5137,214.0416667,8/3/2013,1,1.5088
5138,214.0833333,8/3/2013,2,1.6676
5139,214.125,8/3/2013,3,1.1703
5140,214.1666667,8/3/2013,4,0.8868
5141,214.2083333,8/3/2013,5,1.2454
5142,214.25,8/3/2013,6,1.3066
5143,214.2916667,8/3/2013,7,1.0063
5144,214.3333333,8/3/2013,8,1.1293
5145,214.375,8/3/2013,9,1.2712
5146,214.4166667,8/3/2013,10,2.0063
5147,214.4583333,8/3/2013,11,2.0647
5148,214.5,8/3/2013,12,2.4037
5149,214.5416667,8/3/2013,13,1.5071
5150,214.5833333,8/3/2013,14,3.9973
5151,214.625,8/3/2013,15,3.77
5152,214.6666667,8/3/2013,16,4.3604
5153,214.7083333,8/3/2013,17,6.8695
5154,214.75,8/3/2013,18,3.7709
5155,214.7916667,8/3/2013,19,1.3663
5156,214.8333333,8/3/2013,20,3.687
5157,214.875,8/3/2013,21,4.4536
5158,214.9166667,8/3/2013,22,4.7637
5159,214.9583333,8/3/2013,23,4.8028
5160,215,8/4/2013,0,5.231
5161,215.0416667,8/4/2013,1,3.7548
5162,215.0833333,8/4/2013,2,1.9401
5163,215.125,8/4/2013,3,2.1324
5164,215.1666667,8/4/2013,4,2.2483
5165,215.2083333,8/4/2013,5,2.1436
5166,215.25,8/4/2013,6,2.3946
5167,215.2916667,8/4/2013,7,1.9831
5168,215.3333333,8/4/2013,8,1.3323
5169,215.375,8/4/2013,9,1.8133
5170,215.4166667,8/4/2013,10,1.7534
5171,215.4583333,8/4/2013,11,1.6466
5172,215.5,8/4/2013,12,2.2368
5173,215.5416667,8/4/2013,13,2.0436
5174,215.5833333,8/4/2013,14,2.6065
5175,215.625,8/4/2013,15,1.5673
5176,215.6666667,8/4/2013,16,4.6206
5177,215.7083333,8/4/2013,17,3.2123
5178,215.75,8/4/2013,18,2.2577
5179,215.7916667,8/4/2013,19,2.9344
5180,215.8333333,8/4/2013,20,4.2691
5181,215.875,8/4/2013,21,6.1446
5182,215.9166667,8/4/2013,22,5.606
5183,215.9583333,8/4/2013,23,3.1761
5184,216,8/5/2013,0,3.4626
5185,216.0416667,8/5/2013,1,1.6239
5186,216.0833333,8/5/2013,2,1.3496
5187,216.125,8/5/2013,3,1.2571
5188,216.1666667,8/5/2013,4,3.3176
5189,216.2083333,8/5/2013,5,3.2145
5190,216.25,8/5/2013,6,2.9208
5191,216.2916667,8/5/2013,7,3.7666
5192,216.3333333,8/5/2013,8,2.7885
5193,216.375,8/5/2013,9,3.4102
5194,216.4166667,8/5/2013,10,2.9267
5195,216.4583333,8/5/2013,11,2.4295
5196,216.5,8/5/2013,12,1.9813
5197,216.5416667,8/5/2013,13,1.5472
5198,216.5833333,8/5/2013,14,2.045
5199,216.625,8/5/2013,15,2.8888
5200,216.6666667,8/5/2013,16,5.7364
5201,216.7083333,8/5/2013,17,6.4868
5202,216.75,8/5/2013,18,5.7749
5203,216.7916667,8/5/2013,19,2.4335
5204,216.8333333,8/5/2013,20,1.446
5205,216.875,8/5/2013,21,2.3817
5206,216.9166667,8/5/2013,22,2.5423
5207,216.9583333,8/5/2013,23,3.9854
5208,217,8/6/2013,0,1.9687
5209,217.0416667,8/6/2013,1,1.7097
5210,217.0833333,8/6/2013,2,1.5576
5211,217.125,8/6/2013,3,2.0911
5212,217.1666667,8/6/2013,4,1.3074
5213,217.2083333,8/6/2013,5,1.3935
5214,217.25,8/6/2013,6,1.5433
5215,217.2916667,8/6/2013,7,1.5044
5216,217.3333333,8/6/2013,8,2.746
5217,217.375,8/6/2013,9,2.2661
5218,217.4166667,8/6/2013,10,2.0136
5219,217.4583333,8/6/2013,11,2.9142
5220,217.5,8/6/2013,12,2.9548
5221,217.5416667,8/6/2013,13,2.5873
5222,217.5833333,8/6/2013,14,2.5484
5223,217.625,8/6/2013,15,3.8946
5224,217.6666667,8/6/2013,16,4.8395
5225,217.7083333,8/6/2013,17,4.8754
5226,217.75,8/6/2013,18,5.4837
5227,217.7916667,8/6/2013,19,5.2974
5228,217.8333333,8/6/2013,20,5.2482
5229,217.875,8/6/2013,21,4.3626
5230,217.9166667,8/6/2013,22,1.4482
5231,217.9583333,8/6/2013,23,1.6394
5232,218,8/7/2013,0,3.0483
5233,218.0416667,8/7/2013,1,3.2354
5234,218.0833333,8/7/2013,2,2.1359
5235,218.125,8/7/2013,3,1.8271
5236,218.1666667,8/7/2013,4,1.5686
5237,218.2083333,8/7/2013,5,1.6984
5238,218.25,8/7/2013,6,1.9023
5239,218.2916667,8/7/2013,7,1.015
5240,218.3333333,8/7/2013,8,1.0151
5241,218.375,8/7/2013,9,1.3569
5242,218.4166667,8/7/2013,10,2.1529
5243,218.4583333,8/7/2013,11,4.3929
5244,218.5,8/7/2013,12,3.3372
5245,218.5416667,8/7/2013,13,3.7607
5246,218.5833333,8/7/2013,14,3.6452
5247,218.625,8/7/2013,15,3.3536
5248,218.6666667,8/7/2013,16,3.2352
5249,218.7083333,8/7/2013,17,1.3451
5250,218.75,8/7/2013,18,1.6544
5251,218.7916667,8/7/2013,19,2.3111
5252,218.8333333,8/7/2013,20,2.1518
5253,218.875,8/7/2013,21,1.9097
5254,218.9166667,8/7/2013,22,1.6964
5255,218.9583333,8/7/2013,23,1.8551
5256,219,8/8/2013,0,1.6676
5257,219.0416667,8/8/2013,1,1.6163
5258,219.0833333,8/8/2013,2,2.1728
5259,219.125,8/8/2013,3,2.4357
5260,219.1666667,8/8/2013,4,2.6985
5261,219.2083333,8/8/2013,5,2.0651
5262,219.25,8/8/2013,6,1.4442
5263,219.2916667,8/8/2013,7,2.1443
5264,219.3333333,8/8/2013,8,2.6395
5265,219.375,8/8/2013,9,2.2179
5266,219.4166667,8/8/2013,10,1.4847
5267,219.4583333,8/8/2013,11,1.8294
5268,219.5,8/8/2013,12,1.6414
5269,219.5416667,8/8/2013,13,2.7413
5270,219.5833333,8/8/2013,14,2.1549
5271,219.625,8/8/2013,15,1.6025
5272,219.6666667,8/8/2013,16,1.2651
5273,219.7083333,8/8/2013,17,2.2778
5274,219.75,8/8/2013,18,2.4601
5275,219.7916667,8/8/2013,19,1.1725
5276,219.8333333,8/8/2013,20,1.9761
5277,219.875,8/8/2013,21,4.2134
5278,219.9166667,8/8/2013,22,3.0931
5279,219.9583333,8/8/2013,23,1.9403
5280,220,8/9/2013,0,1.7501
5281,220.0416667,8/9/2013,1,1.3346
5282,220.0833333,8/9/2013,2,1.4602
5283,220.125,8/9/2013,3,1.36
5284,220.1666667,8/9/2013,4,0.9395
5285,220.2083333,8/9/2013,5,1.1901
5286,220.25,8/9/2013,6,1.0661
5287,220.2916667,8/9/2013,7,1.694
5288,220.3333333,8/9/2013,8,1.1037
5289,220.375,8/9/2013,9,2.6938
5290,220.4166667,8/9/2013,10,3.0544
5291,220.4583333,8/9/2013,11,3.0137
5292,220.5,8/9/2013,12,2.9322
5293,220.5416667,8/9/2013,13,2.5186
5294,220.5833333,8/9/2013,14,1.8374
5295,220.625,8/9/2013,15,3.0387
5296,220.6666667,8/9/2013,16,4.7011
5297,220.7083333,8/9/2013,17,4.5198
5298,220.75,8/9/2013,18,3.3532
5299,220.7916667,8/9/2013,19,2.0624
5300,220.8333333,8/9/2013,20,2.6434
5301,220.875,8/9/2013,21,1.7311
5302,220.9166667,8/9/2013,22,1.6462
5303,220.9583333,8/9/2013,23,1.606
5304,221,8/10/2013,0,1.6253
5305,221.0416667,8/10/2013,1,1.7981
5306,221.0833333,8/10/2013,2,2.1872
5307,221.125,8/10/2013,3,1.4452
5308,221.1666667,8/10/2013,4,1.7656
5309,221.2083333,8/10/2013,5,1.583
5310,221.25,8/10/2013,6,1.2339
5311,221.2916667,8/10/2013,7,1.7088
5312,221.3333333,8/10/2013,8,1.5438
5313,221.375,8/10/2013,9,1.3667
5314,221.4166667,8/10/2013,10,1.5374
5315,221.4583333,8/10/2013,11,2.1652
5316,221.5,8/10/2013,12,2.5026
5317,221.5416667,8/10/2013,13,2.7905
5318,221.5833333,8/10/2013,14,3.2622
5319,221.625,8/10/2013,15,3.0406
5320,221.6666667,8/10/2013,16,2.0972
5321,221.7083333,8/10/2013,17,4.7631
5322,221.75,8/10/2013,18,3.1017
5323,221.7916667,8/10/2013,19,3.0829
5324,221.8333333,8/10/2013,20,4.6275
5325,221.875,8/10/2013,21,5.7606
5326,221.9166667,8/10/2013,22,3.7132
5327,221.9583333,8/10/2013,23,1.6216
5328,222,8/11/2013,0,1.5181
5329,222.0416667,8/11/2013,1,1.7817
5330,222.0833333,8/11/2013,2,1.3794
5331,222.125,8/11/2013,3,2.1953
5332,222.1666667,8/11/2013,4,2.9775
5333,222.2083333,8/11/2013,5,2.1556
5334,222.25,8/11/2013,6,1.4908
5335,222.2916667,8/11/2013,7,1.1126
5336,222.3333333,8/11/2013,8,2.024
5337,222.375,8/11/2013,9,2.1573
5338,222.4166667,8/11/2013,10,2.7976
5339,222.4583333,8/11/2013,11,3.0817
5340,222.5,8/11/2013,12,3.1357
5341,222.5416667,8/11/2013,13,2.8206
5342,222.5833333,8/11/2013,14,2.1032
5343,222.625,8/11/2013,15,3.1687
5344,222.6666667,8/11/2013,16,3.4365
5345,222.7083333,8/11/2013,17,1.3455
5346,222.75,8/11/2013,18,1.0859
5347,222.7916667,8/11/2013,19,1.3432
5348,222.8333333,8/11/2013,20,0.6728
5349,222.875,8/11/2013,21,1.2158
5350,222.9166667,8/11/2013,22,1.1662
5351,222.9583333,8/11/2013,23,2.3299
5352,223,8/12/2013,0,1.5584
5353,223.0416667,8/12/2013,1,1.04
5354,223.0833333,8/12/2013,2,1.5996
5355,223.125,8/12/2013,3,1.9279
5356,223.1666667,8/12/2013,4,1.6288
5357,223.2083333,8/12/2013,5,0.8039
5358,223.25,8/12/2013,6,0.9562
5359,223.2916667,8/12/2013,7,1.6182
5360,223.3333333,8/12/2013,8,1.4018
5361,223.375,8/12/2013,9,1.7363
5362,223.4166667,8/12/2013,10,1.7045
5363,223.4583333,8/12/2013,11,2.2619
5364,223.5,8/12/2013,12,2.1522
5365,223.5416667,8/12/2013,13,1.0917
5366,223.5833333,8/12/2013,14,3.0629
5367,223.625,8/12/2013,15,4.2812
5368,223.6666667,8/12/2013,16,2.5189
5369,223.7083333,8/12/2013,17,3.5997
5370,223.75,8/12/2013,18,3.1146
5371,223.7916667,8/12/2013,19,3.4163
5372,223.8333333,8/12/2013,20,3.2681
5373,223.875,8/12/2013,21,2.1657
5374,223.9166667,8/12/2013,22,3.2521
5375,223.9583333,8/12/2013,23,4.2539
5376,224,8/13/2013,0,5.309
5377,224.0416667,8/13/2013,1,4.0072
5378,224.0833333,8/13/2013,2,3.1833
5379,224.125,8/13/2013,3,2.3722
5380,224.1666667,8/13/2013,4,3.591
5381,224.2083333,8/13/2013,5,2.2693
5382,224.25,8/13/2013,6,2.1906
5383,224.2916667,8/13/2013,7,3.1255
5384,224.3333333,8/13/2013,8,3.8129
5385,224.375,8/13/2013,9,3.273
5386,224.4166667,8/13/2013,10,2.5935
5387,224.4583333,8/13/2013,11,1.8439
5388,224.5,8/13/2013,12,1.8755
5389,224.5416667,8/13/2013,13,2.0682
5390,224.5833333,8/13/2013,14,3.5889
5391,224.625,8/13/2013,15,5.662
5392,224.6666667,8/13/2013,16,2.2552
5393,224.7083333,8/13/2013,17,3.9162
5394,224.75,8/13/2013,18,2.6882
5395,224.7916667,8/13/2013,19,2.9149
5396,224.8333333,8/13/2013,20,1.7953
5397,224.875,8/13/2013,21,3.7859
5398,224.9166667,8/13/2013,22,3.1172
5399,224.9583333,8/13/2013,23,1.8666
5400,225,8/14/2013,0,2.9754
5401,225.0416667,8/14/2013,1,2.4885
5402,225.0833333,8/14/2013,2,1.1705
5403,225.125,8/14/2013,3,1.7178
5404,225.1666667,8/14/2013,4,1.6071
5405,225.2083333,8/14/2013,5,0.8386
5406,225.25,8/14/2013,6,1.1922
5407,225.2916667,8/14/2013,7,0.8284
5408,225.3333333,8/14/2013,8,0.7141
5409,225.375,8/14/2013,9,0.9668
5410,225.4166667,8/14/2013,10,1.3384
5411,225.4583333,8/14/2013,11,2.1012
5412,225.5,8/14/2013,12,1.9824
5413,225.5416667,8/14/2013,13,2.5728
5414,225.5833333,8/14/2013,14,2.2274
5415,225.625,8/14/2013,15,2.591
5416,225.6666667,8/14/2013,16,3.7076
5417,225.7083333,8/14/2013,17,2.8181
5418,225.75,8/14/2013,18,0.9909
5419,225.7916667,8/14/2013,19,1.5098
5420,225.8333333,8/14/2013,20,1.9524
5421,225.875,8/14/2013,21,1.2717
5422,225.9166667,8/14/2013,22,2.1866
5423,225.9583333,8/14/2013,23,1.1994
5424,226,8/15/2013,0,1.3712
5425,226.0416667,8/15/2013,1,1.7495
5426,226.0833333,8/15/2013,2,1.6574
5427,226.125,8/15/2013,3,2.1508
5428,226.1666667,8/15/2013,4,2.0316
5429,226.2083333,8/15/2013,5,4.1893
5430,226.25,8/15/2013,6,2.829
5431,226.2916667,8/15/2013,7,2.9099
5432,226.3333333,8/15/2013,8,3.011
5433,226.375,8/15/2013,9,2.7815
5434,226.4166667,8/15/2013,10,2.9325
5435,226.4583333,8/15/2013,11,2.6143
5436,226.5,8/15/2013,12,1.588
5437,226.5416667,8/15/2013,13,1.8604
5438,226.5833333,8/15/2013,14,2.049
5439,226.625,8/15/2013,15,1.6508
5440,226.6666667,8/15/2013,16,1.6785
5441,226.7083333,8/15/2013,17,2.5894
5442,226.75,8/15/2013,18,2.2069
5443,226.7916667,8/15/2013,19,1.4471
5444,226.8333333,8/15/2013,20,1.5451
5445,226.875,8/15/2013,21,0.9594
5446,226.9166667,8/15/2013,22,1.3607
5447,226.9583333,8/15/2013,23,1.4889
5448,227,8/16/2013,0,1.7148
5449,227.0416667,8/16/2013,1,1.6842
5450,227.0833333,8/16/2013,2,1.6203
5451,227.125,8/16/2013,3,1.5116
5452,227.1666667,8/16/2013,4,1.7972
5453,227.2083333,8/16/2013,5,1.7286
5454,227.25,8/16/2013,6,1.0676
5455,227.2916667,8/16/2013,7,0.8171
5456,227.3333333,8/16/2013,8,1.3348
5457,227.375,8/16/2013,9,1.9337
5458,227.4166667,8/16/2013,10,1.4569
5459,227.4583333,8/16/2013,11,2.0059
5460,227.5,8/16/2013,12,2.1954
5461,227.5416667,8/16/2013,13,2.2172
5462,227.5833333,8/16/2013,14,1.8812
5463,227.625,8/16/2013,15,2.2639
5464,227.6666667,8/16/2013,16,1.7658
5465,227.7083333,8/16/2013,17,1.5482
5466,227.75,8/16/2013,18,1.3021
5467,227.7916667,8/16/2013,19,0.976
5468,227.8333333,8/16/2013,20,1.5116
5469,227.875,8/16/2013,21,1.8208
5470,227.9166667,8/16/2013,22,1.0748
5471,227.9583333,8/16/2013,23,1.5038
5472,228,8/17/2013,0,1.1646
5473,228.0416667,8/17/2013,1,1.4795
5474,228.0833333,8/17/2013,2,1.2628
5475,228.125,8/17/2013,3,1.6712
5476,228.1666667,8/17/2013,4,1.3277
5477,228.2083333,8/17/2013,5,1.2553
5478,228.25,8/17/2013,6,1.73
5479,228.2916667,8/17/2013,7,1.6938
5480,228.3333333,8/17/2013,8,1.5804
5481,228.375,8/17/2013,9,0.886
5482,228.4166667,8/17/2013,10,1.1024
5483,228.4583333,8/17/2013,11,1.6759
5484,228.5,8/17/2013,12,2.1146
5485,228.5416667,8/17/2013,13,2.1825
5486,228.5833333,8/17/2013,14,1.7576
5487,228.625,8/17/2013,15,2.8066
5488,228.6666667,8/17/2013,16,2.4185
5489,228.7083333,8/17/2013,17,1.3627
5490,228.75,8/17/2013,18,0.9553
5491,228.7916667,8/17/2013,19,1.5893
5492,228.8333333,8/17/2013,20,1.7004
5493,228.875,8/17/2013,21,2.0428
5494,228.9166667,8/17/2013,22,1.814
5495,228.9583333,8/17/2013,23,1.8327
5496,229,8/18/2013,0,1.8965
5497,229.0416667,8/18/2013,1,0.8013
5498,229.0833333,8/18/2013,2,1.7427
5499,229.125,8/18/2013,3,1.6748
5500,229.1666667,8/18/2013,4,1.8576
5501,229.2083333,8/18/2013,5,2.16
5502,229.25,8/18/2013,6,1.9921
5503,229.2916667,8/18/2013,7,0.5275
5504,229.3333333,8/18/2013,8,0.637
5505,229.375,8/18/2013,9,1.4248
