2940.81344,2.88E-26,0.044,0.58,-0.0058,2625.8455
2940.844185,8.09E-27,0.038,0.6,-0.0058,1975.0146
2940.864812,1.37E-29,0.043,0.57,-0.0058,2861.0784
2940.91392,1.62E-26,0.046,0.61,-0.0058,1417.5197
2940.979695,1.57E-23,0.047,0.62,-0.0058,1095.9813
2940.991921,1.85E-23,0.062,0.7,-0.0058,219.9367
2941.010012,4.57E-25,0.047,0.62,-0.0058,1095.632
2941.013721,2.54E-23,0.062,0.7,-0.0058,219.9149
2941.016953,2.99E-29,0.045,0.6,-0.0058,1780.1223
2941.024053,1.06E-26,0.038,0.61,-0.0058,1417.4993
2941.032631,3.63E-24,0.039,0.62,-0.0058,1095.8947
2941.058625,1.86E-28,0.047,0.62,-0.0058,1250.837
2941.060497,4.80E-25,0.056,0.69,-0.0058,376.8046
2941.083748,1.70E-25,0.038,0.6,-0.0058,1778.2043
2941.084609,3.07E-27,0.045,0.61,-0.0058,1593.8783
2941.086013,4.34E-25,0.044,0.75,-0.005882,1641.048
2941.109231,8.89E-24,0.044,0.75,-0.005882,1592.7528
2941.115618,1.92E-28,0.046,0.61,-0.0058,1593.5229
2941.131497,7.33E-25,0.056,0.69,-0.0058,376.7336
2941.157664,2.84E-25,0.045,0.75,-0.005882,1987.6816
2941.163486,1.01E-24,0.047,0.62,-0.0058,1095.6191
2941.164245,7.89E-24,0.044,0.75,-0.005882,1558.5001
2941.166149,8.48E-27,0.045,0.6,-0.0058,1977.2147
2941.18888,5.54E-26,0.044,0.6,-0.0058,1975.759
2941.242383,1.14E-24,0.029,0.75,-0.005882,1756.5511
2941.257083,4.10E-27,0.038,0.61,-0.0058,1416.5543
2941.276975,3.53E-25,0.045,0.6,-0.0058,1778.2046
2941.296085,2.42E-27,0.046,0.61,-0.0058,1417.1292
2941.303433,2.99E-29,0.043,0.57,-0.0058,2863.0352
2941.308818,3.95E-28,0.046,0.59,-0.0058,2182.4001
2941.31382,3.49E-29,0.046,0.61,-0.0058,1417.1198
2941.341895,4.00E-26,0.047,0.62,-0.0058,1095.6191
2941.342035,2.62E-25,0.039,0.75,-0.005883,1881.548
2941.396241,1.60E-26,0.045,0.6,-0.0058,1779.0244
2941.401193,4.41E-29,0.045,0.61,-0.0058,1593.5616
2941.411125,2.24E-22,0.053,0.65,-0.0058,470.8548
2941.460825,1.36E-23,0.053,0.65,-0.0058,470.8051
2941.494383,1.01E-26,0.046,0.59,-0.0058,2182.9146
2941.508194,8.15E-27,0.045,0.6,-0.0058,1779.6311
2941.515435,2.20E-25,0.039,0.75,-0.005883,1936.5312
2941.518812,6.12E-28,0.045,0.61,-0.0058,1593.0483
2941.530786,5.10E-27,0.047,0.62,-0.0058,1095.2518
2941.533614,6.67E-28,0.038,0.6,-0.0058,1977.1973
2941.549125,2.07E-24,0.053,0.65,-0.0058,470.7168
2941.563978,2.99E-23,0.055,0.7,-0.0058,219.9134
2941.581237,2.17E-27,0.044,0.6,-0.0058,1977.1792
2941.585032,7.27E-27,0.046,0.59,-0.0058,2183.7183
2941.590303,2.32E-29,0.046,0.61,-0.0058,1593.0483
2941.676031,1.81E-26,0.039,0.62,-0.0058,1095.2512
2941.677721,2.01E-26,0.044,0.58,-0.0058,2620.9668
2941.703625,1.07E-24,0.039,0.75,-0.005883,1756.1498
2941.703792,1.21E-26,0.044,0.58,-0.0058,2620.9668
2941.709195,1.34E-26,0.047,0.62,-0.0058,1095.2518
2941.716193,8.11E-27,0.044,0.58,-0.0058,2620.9666
2941.727373,5.19E-28,0.044,0.6,-0.0058,1977.2147
2941.762796,7.87E-29,0.046,0.61,-0.0058,1592.3594
2941.806652,2.60E-25,0.045,0.6,-0.0058,1976.5742
2941.818503,2.20E-25,0.039,0.75,-0.005884,1923.4121
2941.825286,9.41E-24,0.039,0.75,-0.005884,1755.8025
2941.843783,1.08E-24,0.039,0.75,-0.005884,1881.548
2941.869332,2.05E-28,0.043,0.57,-0.0058,2863.0491
2941.871185,3.95E-27,0.046,0.61,-0.0058,1416.554
2941.888098,4.15E-28,0.046,0.59,-0.0058,2181.8208
2941.893981,2.46E-25,0.039,0.75,-0.005884,1936.3522
2941.898691,4.47E-28,0.046,0.59,-0.0058,2181.8076
2941.909047,2.43E-25,0.038,0.6,-0.0058,1778.2043
2941.916965,1.34E-27,0.046,0.61,-0.0058,1594.3447
2941.925851,2.51E-27,0.046,0.59,-0.0058,2182.4832
2941.935644,7.94E-27,0.044,0.6,-0.0058,1975.0123
2941.937304,1.49E-29,0.044,0.58,-0.0058,2625.771
2941.952993,6.07E-27,0.038,0.61,-0.0058,1594.3669
2941.959998,5.50E-25,0.039,0.75,-0.005884,1758.8914
2941.969053,2.54E-27,0.038,0.61,-0.0058,1416.5543
2942.003337,1.44E-23,0.044,0.75,-0.005884,1558.5001
2942.009358,2.96E-25,0.039,0.75,-0.005884,1935.1084
2942.021168,8.66E-25,0.046,0.6,-0.0058,1778.205
2942.029677,1.02E-29,0.044,0.58,-0.0058,2625.6804
2942.03981,5.88E-29,0.045,0.57,-0.0058,3106.7202
2942.07085,2.83E-27,0.046,0.61,-0.0058,1594.3831
2942.102009,3.77E-23,0.044,0.75,-0.005884,1553.9897
2942.10464,9.22E-23,0.062,0.7,-0.0058,219.9411
2942.109011,3.76E-26,0.045,0.6,-0.0058,1779.0302
2942.110142,2.86E-27,0.044,0.6,-0.0058,1976.6503
2942.117032,1.69E-26,0.046,0.61,-0.0058,1594.3447
2942.130604,2.24E-24,0.041,0.64,-0.0058,575.2717
2942.131537,3.89E-27,0.044,0.6,-0.0058,1974.0406
2942.138951,6.40E-26,0.045,0.6,-0.0058,1976.2419
2942.164729,2.07E-27,0.046,0.59,-0.0058,2181.8506
2942.165217,2.61E-24,0.044,0.75,-0.005884,1558.5001
2942.208225,6.17E-27,0.045,0.61,-0.0058,1592.3589
2942.209944,3.55E-26,0.046,0.59,-0.0058,2183.0935
2942.21603,2.45E-25,0.045,0.6,-0.0058,1778.2046
2942.279715,7.92E-28,0.046,0.61,-0.0058,1592.3589
2942.311387,1.48E-25,0.045,0.6,-0.0058,1977.1792
2942.318114,1.01E-25,0.045,0.6,-0.0058,1780.729
2942.32561,1.06E-27,0.045,0.58,-0.0058,2398.4851
2942.351204,1.20E-22,0.041,0.64,-0.0058,575.0511
2942.36496,3.03E-25,0.029,0.75,-0.005885,1756.5511
2942.367875,1.13E-27,0.044,0.6,-0.0058,1976.5742
2942.383319,1.74E-27,0.046,0.61,-0.0058,1593.8783
2942.391786,1.78E-27,0.038,0.61,-0.0058,1593.9281
2942.427925,1.23E-27,0.046,0.61,-0.0058,1594.0259
2942.441724,1.53E-24,0.053,0.64,-0.0058,575.2852
2942.463445,4.09E-29,0.043,0.57,-0.0058,2863.0618
2942.490907,1.98E-27,0.043,0.57,-0.0058,2861.8477
2942.492759,5.54E-28,0.045,0.58,-0.0058,2398.5664
2942.531354,1.81E-26,0.038,0.6,-0.0058,1976.1996
2942.538573,2.26E-25,0.043,0.75,-0.005885,2183.6077
2942.557024,4.79E-24,0.053,0.64,-0.0058,575.1699
2942.579566,7.72E-26,0.045,0.6,-0.0058,1780.7474
2942.580868,3.39E-28,0.045,0.58,-0.0058,2398.6172
2942.592147,2.46E-25,0.044,0.75,-0.005885,1433.9722
2942.603569,1.86E-27,0.045,0.61,-0.0058,1592.3594
2942.638128,6.67E-28,0.038,0.61,-0.0058,1418.1185
2942.656036,8.74E-28,0.045,0.6,-0.0058,1975.7249
2942.661384,5.47E-28,0.046,0.61,-0.0058,1418.1371
2942.674424,1.79E-22,0.053,0.64,-0.0058,575.0525
2942.699903,9.52E-28,0.046,0.61,-0.0058,1593.5616
2942.700175,7.14E-27,0.044,0.6,-0.0058,1976.2419
2942.700342,2.71E-29,0.045,0.57,-0.0058,3106.886
2942.722272,3.92E-26,0.046,0.59,-0.0058,2183.6846
2942.735114,3.43E-26,0.045,0.6,-0.0058,1780.312
2942.750218,9.33E-25,0.047,0.75,-0.005886,1674.2169
2942.758522,5.27E-28,0.046,0.59,-0.0058,2180.9504
2942.780183,4.15E-23,0.044,0.75,-0.005886,1558.8096
2942.840292,1.52E-25,0.045,0.6,-0.0058,1976.6503
2942.885743,8.01E-24,0.029,0.75,-0.005886,1754.9077
2942.899971,2.80E-28,0.046,0.61,-0.0058,1593.5616
2942.90325,4.69E-27,0.046,0.59,-0.0058,2182.4001
2942.930858,6.94E-28,0.046,0.61,-0.0058,1593.5229
2942.967785,1.42E-23,0.039,0.75,-0.005886,1754.8856
2942.979391,2.22E-27,0.043,0.57,-0.0058,2861.939
2943.000177,1.27E-29,0.044,0.58,-0.0058,2623.6587
2943.001359,9.76E-27,0.044,0.6,-0.0058,1975.759
2943.003012,1.36E-24,0.039,0.75,-0.005886,1756.6873
2943.03476,3.08E-23,0.047,0.75,-0.005886,1556.4817
2943.045687,8.07E-27,0.046,0.61,-0.0058,1417.7528
2943.047743,2.62E-25,0.039,0.75,-0.005886,1756.1498
2943.050738,4.64E-23,0.041,0.65,-0.0058,470.7988
2943.062714,1.02E-24,0.045,0.6,-0.0058,1779.9844
2943.087239,9.52E-29,0.044,0.58,-0.0058,2624.6211
2943.093751,1.64E-29,0.045,0.57,-0.0058,3106.9866
2943.099529,2.93E-25,0.039,0.75,-0.005886,1724.5681
2943.112775,2.51E-24,0.039,0.75,-0.005886,1828.8892
2943.131885,3.08E-23,0.045,0.75,-0.005886,1754.8472
2943.182945,8.31E-29,0.044,0.58,-0.0058,2624.5271
2943.196897,2.40E-24,0.039,0.75,-0.005886,1828.8268
2943.201629,3.71E-22,0.056,0.7,-0.0058,293.17
2943.202596,4.19E-22,0.053,0.65,-0.0058,470.8649
2943.204662,1.02E-24,0.045,0.6,-0.0058,1780.1223
2943.217259,7.63E-26,0.044,0.6,-0.0058,1975.7249
2943.239753,6.93E-22,0.0734,0.73,-0.002,293.1644
2943.253652,2.11E-25,0.039,0.75,-0.005887,2055.0833
2943.257309,3.64E-25,0.038,0.61,-0.0058,1417.4993
2943.275268,1.42E-27,0.038,0.61,-0.0058,1593.0446
2943.277753,4.91E-23,0.0585,0.73,-0.00813,293.1264
2943.278968,5.20E-25,0.046,0.61,-0.0058,1417.5197
2943.309202,8.24E-25,0.047,0.61,-0.0058,1417.5791
2943.331034,2.16E-21,0.0666,0.73,-0.0045,293.1541
2943.347296,5.23E-24,0.053,0.65,-0.0058,470.7202
2943.405542,3.65E-27,0.046,0.61,-0.0058,1593.0483
2943.445099,1.26E-26,0.047,0.61,-0.0058,1593.056
2943.455105,1.15E-28,0.046,0.59,-0.0058,2180.9539
2943.48253,5.87E-28,0.046,0.59,-0.0058,2181.8208
2943.484293,5.34E-27,0.043,0.57,-0.0058,2862.041
2943.488912,2.65E-25,0.039,0.75,-0.005887,1775.9617
2943.492218,2.08E-26,0.046,0.59,-0.0058,2182.9146
2943.500132,3.24E-27,0.048,0.62,-0.0058,1252.0614
2943.529006,7.08E-28,0.047,0.62,-0.0058,1252.0461
2943.559361,3.06E-28,0.044,0.6,-0.0058,1977.1792
2943.571554,8.41E-25,0.039,0.75,-0.005887,1755.8025
2943.610194,6.46E-25,0.029,0.75,-0.005887,1880.5825
2943.610206,1.04E-24,0.048,0.62,-0.0058,950.5222
2943.611296,3.12E-22,0.05,0.64,-0.0058,575.0555
2943.631514,1.33E-25,0.048,0.62,-0.0058,950.4872
2943.678845,5.57E-28,0.046,0.61,-0.0058,1417.1198
2943.690225,6.78E-23,0.044,0.75,-0.005887,1555.3931
2943.695903,1.50E-26,0.045,0.6,-0.0058,1779.6311
2943.71633,2.54E-26,0.038,0.6,-0.0058,1975.0146
2943.718314,2.14E-25,0.045,0.75,-0.005887,2036.969
2943.731508,9.86E-28,0.045,0.6,-0.0058,1975.759
2943.748122,2.69E-26,0.044,0.6,-0.0058,1975.0123
2943.763413,1.78E-28,0.044,0.6,-0.0058,1977.2147
2943.781914,1.63E-25,0.048,0.62,-0.0058,950.3368
2943.799737,7.74E-22,0.0581,0.65,-0.0054,470.8727
2943.802475,9.82E-28,0.039,0.62,-0.0058,1251.7797
2943.806479,5.10E-23,0.032,0.75,-0.005888,1554.8202
2943.820857,8.07E-28,0.045,0.6,-0.0058,1976.7177
2943.827606,9.97E-26,0.048,0.62,-0.0058,950.3048
2943.847356,4.34E-29,0.044,0.58,-0.0058,2620.9668
2943.877506,2.45E-29,0.046,0.59,-0.0058,2183.6846
2943.889908,5.85E-29,0.046,0.59,-0.0058,2179.8162
2943.890654,1.12E-24,0.044,0.75,-0.005888,1525.587
2943.901921,3.67E-25,0.044,0.75,-0.005888,1593.0261
2943.923687,8.63E-27,0.046,0.59,-0.0058,2182.4832
2943.928629,1.81E-27,0.047,0.62,-0.0058,1251.6466
2943.996006,3.59E-26,0.048,0.62,-0.0058,950.1364
2944.00034,1.55E-22,0.0603,0.73,-0.00759,293.1644
2944.004747,7.85E-28,0.046,0.59,-0.0058,2183.0935
2944.022714,2.78E-28,0.045,0.6,-0.0058,1779.0244
2944.03834,5.11E-23,0.06,0.73,-0.00784,293.1264
2944.04156,1.45E-24,0.032,0.75,-0.005888,1598.1949
2944.051064,9.09E-27,0.046,0.59,-0.0058,2181.8506
2944.088266,1.38E-29,0.044,0.6,-0.0058,1976.6503
2944.094955,1.07E-27,0.046,0.61,-0.0058,1592.3589
2944.102346,3.49E-27,0.046,0.61,-0.0058,1592.3594
2944.108675,1.83E-22,0.0602,0.73,-0.00747,293.1785
2944.111811,9.60E-29,0.043,0.57,-0.0058,2861.0784
2944.16306,5.35E-28,0.045,0.58,-0.0058,2399.4165
2944.164275,4.66E-23,0.0605,0.73,-0.00797,293.1229
2944.225571,9.21E-26,0.046,0.61,-0.0058,1594.3831
2944.241744,2.60E-25,0.045,0.75,-0.005888,1987.6816
2944.249206,1.13E-28,0.046,0.61,-0.0058,1418.1371
2944.270312,2.06E-24,0.048,0.62,-0.0058,1251.2913
2944.271343,1.08E-23,0.044,0.75,-0.005889,1555.3931
2944.273405,1.22E-24,0.047,0.62,-0.0058,1251.3018
2944.274531,8.08E-25,0.039,0.62,-0.0058,1251.3076
2944.275814,6.64E-24,0.048,0.62,-0.0058,949.8429
2944.281484,7.02E-25,0.039,0.75,-0.005889,1936.5312
2944.29002,1.97E-27,0.046,0.61,-0.0058,1418.0989
2944.291006,6.45E-24,0.048,0.62,-0.0058,949.8414
2944.296721,2.95E-28,0.045,0.6,-0.0058,1779.0302
2944.30949,8.70E-27,0.046,0.61,-0.0058,1594.3447
2944.311903,5.42E-25,0.039,0.75,-0.005889,1754.8856
2944.31731,1.18E-22,0.047,0.75,-0.005889,1556.4817
2944.34009,3.55E-28,0.045,0.6,-0.0058,1974.0406
2944.35181,3.87E-27,0.045,0.58,-0.0058,2400.217
2944.352954,8.63E-29,0.046,0.59,-0.0058,2180.9504
2944.403916,6.81E-28,0.044,0.6,-0.0058,1976.5742
2944.452652,4.30E-28,0.038,0.6,-0.0058,1977.1973
2944.478272,1.28E-28,0.045,0.6,-0.0058,1975.0123
2944.480266,1.87E-22,0.053,0.65,-0.0058,470.8548
2944.491152,7.89E-25,0.032,0.75,-0.005889,1562.8589
2944.493406,1.41E-29,0.045,0.58,-0.0058,2400.217
2944.511362,2.97E-24,0.032,0.75,-0.005889,1554.8202
2944.529966,7.53E-23,0.053,0.65,-0.0058,470.8051
2944.53503,1.18E-24,0.044,0.75,-0.005889,1562.7882
2944.558219,1.08E-29,0.043,0.57,-0.0058,2860.3601
2944.572378,2.54E-25,0.039,0.75,-0.005889,2054.5566
2944.578108,2.22E-25,0.043,0.75,-0.005889,2115.1497
2944.58178,4.34E-27,0.046,0.61,-0.0058,1417.8071
2944.582671,9.58E-27,0.046,0.61,-0.0058,1594.0259
2944.586209,1.18E-24,0.044,0.75,-0.005889,1597.6366
2944.592874,1.29E-28,0.046,0.59,-0.0058,2179.8162
2944.616814,3.75E-29,0.046,0.61,-0.0058,1418.1371
2944.618266,3.21E-24,0.053,0.65,-0.0058,470.7168
2944.622746,2.62E-28,0.044,0.6,-0.0058,1977.2147
2944.633509,6.17E-27,0.046,0.61,-0.0058,1417.7528
2944.647453,1.19E-27,0.046,0.59,-0.0058,2182.9146
2944.692163,6.56E-28,0.044,0.6,-0.0058,1977.1792
2944.69229,8.65E-25,0.039,0.75,-0.005889,1879.8893
2944.698053,7.18E-27,0.046,0.59,-0.0058,2182.4001
2944.7064,4.86E-23,0.044,0.75,-0.005889,1553.9897
2944.709863,5.66E-25,0.039,0.75,-0.005889,1936.3522
2944.713909,1.59E-24,0.044,0.75,-0.005889,1555.3931
2944.719428,2.39E-26,0.044,0.6,-0.0058,1974.041
2944.727732,1.97E-24,0.047,0.75,-0.005889,1562.5743
2944.736215,5.98E-27,0.044,0.6,-0.0058,1976.2419
2944.738249,4.98E-29,0.047,0.62,-0.0058,1250.837
2944.739452,2.65E-26,0.046,0.59,-0.0058,2182.7139
2944.77589,1.30E-25,0.046,0.61,-0.0058,1593.8783
2944.778447,3.48E-24,0.044,0.75,-0.00589,1524.9396
2944.80697,1.17E-29,0.046,0.61,-0.0058,1418.0989
2944.808438,2.96E-26,0.048,0.63,-0.0058,815.1159
2944.818205,1.91E-26,0.048,0.63,-0.0058,815.1315
2944.842514,3.43E-29,0.045,0.6,-0.0058,1778.2046
2944.851612,8.55E-29,0.043,0.57,-0.0058,2861.2173
2944.86679,3.29E-28,0.046,0.61,-0.0058,1417.5197
2944.876933,3.25E-28,0.044,0.6,-0.0058,1977.1792
2944.886208,5.86E-24,0.044,0.75,-0.00589,1488.9131
2944.897915,3.50E-26,0.045,0.6,-0.0058,1976.3977
2944.901313,1.56E-27,0.044,0.6,-0.0058,1974.0406
2944.916238,2.54E-26,0.048,0.63,-0.0058,815.0081
2944.979483,1.33E-26,0.044,0.6,-0.0058,1975.759
2945.001117,3.71E-25,0.046,0.61,-0.0058,1417.7528
2945.020517,6.66E-23,0.044,0.75,-0.00589,1558.5001
2945.053515,2.52E-25,0.039,0.75,-0.00589,1875.0793
2945.054003,1.21E-29,0.043,0.57,-0.0058,2862.041
2945.057838,1.54E-27,0.048,0.63,-0.0058,814.8665
2945.065405,2.63E-27,0.048,0.63,-0.0058,814.8843
2945.078921,1.42E-26,0.046,0.59,-0.0058,2182.4832
2945.085571,2.96E-24,0.046,0.61,-0.0058,1593.5229
2945.09249,2.90E-24,0.046,0.61,-0.0058,1593.5616
2945.09873,3.22E-25,0.046,0.61,-0.0058,1417.8071
2945.110435,2.34E-24,0.044,0.75,-0.00589,1555.3931
2945.129673,1.06E-29,0.043,0.57,-0.0058,2860.3955
2945.131988,3.37E-25,0.039,0.75,-0.00589,1875.6461
2945.132231,2.31E-29,0.046,0.59,-0.0058,2182.9146
2945.138843,5.62E-24,0.032,0.75,-0.00589,1554.8202
2945.17821,3.20E-24,0.044,0.75,-0.00589,1555.3931
2945.19891,3.44E-25,0.044,0.75,-0.00589,1674.3907
2945.207404,2.32E-25,0.039,0.75,-0.00589,1724.382
2945.221068,2.57E-28,0.044,0.6,-0.0058,1976.6503
2945.234398,1.16E-26,0.046,0.61,-0.0058,1417.5197
2945.253299,1.42E-26,0.044,0.6,-0.0058,1975.7249
2945.259799,1.18E-29,0.046,0.61,-0.0058,1417.1292
2945.263248,3.26E-27,0.044,0.6,-0.0058,1976.5742
2945.265581,1.62E-24,0.039,0.75,-0.005891,1758.8914
2945.2683,4.48E-25,0.047,0.61,-0.0058,1417.865
2945.272315,6.54E-24,0.044,0.75,-0.005891,1555.3931
2945.277333,2.92E-27,0.046,0.59,-0.0058,2181.8208
2945.299129,9.24E-28,0.045,0.58,-0.0058,2399.2698
2945.301805,1.04E-27,0.048,0.63,-0.0058,814.6479
2945.334912,8.61E-28,0.045,0.61,-0.0058,1594.3447
2945.37529,1.75E-27,0.046,0.59,-0.0058,2182.4001
2945.382922,9.03E-27,0.038,0.61,-0.0058,1594.3669
2945.389575,3.15E-25,0.032,0.75,-0.005891,1674.4866
2945.405838,1.21E-27,0.044,0.6,-0.0058,1976.6503
2945.426598,7.21E-25,0.039,0.75,-0.005891,1756.1498
2945.440725,1.94E-27,0.045,0.58,-0.0058,2399.2698
2945.449578,4.74E-28,0.045,0.6,-0.0058,1974.041
2945.450392,1.14E-27,0.038,0.6,-0.0058,1976.1996
2945.452941,2.08E-28,0.046,0.59,-0.0058,2180.9539
2945.490526,3.64E-25,0.039,0.75,-0.005891,1996.3041
2945.518563,4.90E-23,0.044,0.75,-0.005891,1558.8096
2945.530686,2.66E-25,0.045,0.6,-0.0058,1975.0078
2945.544464,2.92E-25,0.045,0.75,-0.005891,2056.0557
2945.560271,2.01E-27,0.046,0.61,-0.0058,1593.0483
2945.561908,8.85E-24,0.044,0.75,-0.005891,1488.3091
2945.5637,1.45E-27,0.046,0.59,-0.0058,2182.4832
2945.579463,1.66E-25,0.046,0.61,-0.0058,1593.7844
2945.593366,3.26E-27,0.045,0.58,-0.0058,2399.4751
2945.595548,2.31E-27,0.044,0.6,-0.0058,1976.2419
2945.610246,2.41E-23,0.039,0.75,-0.005891,1755.8025
2945.634275,1.51E-29,0.046,0.61,-0.0058,1417.1198
2945.640041,5.04E-22,0.05,0.65,-0.0058,470.8308
2945.694187,7.19E-27,0.043,0.57,-0.0058,2856.2285
2945.714772,7.20E-27,0.043,0.57,-0.0058,2856.2283
2945.723808,1.11E-29,0.044,0.58,-0.0058,2626.6877
2945.726246,7.04E-26,0.044,0.6,-0.0058,1975.0123
2945.801312,8.52E-26,0.045,0.61,-0.0058,1593.8783
2945.806612,8.69E-24,0.047,0.75,-0.005892,1556.4817
2945.821715,6.21E-26,0.038,0.61,-0.0058,1593.9281
2945.828068,2.25E-26,0.045,0.61,-0.0058,1594.3831
2945.862665,2.15E-25,0.039,0.75,-0.005892,1756.6873
2945.87895,6.74E-23,0.032,0.75,-0.005892,1562.8589
2945.8922,1.01E-22,0.044,0.75,-0.005892,1562.7882
2945.903519,1.22E-24,0.039,0.75,-0.005892,1694.6317
2945.909189,2.21E-28,0.044,0.58,-0.0058,2625.1069
2945.929489,1.70E-22,0.047,0.75,-0.005892,1562.5743
2945.942876,3.12E-21,0.065,0.7,-0.0002,219.9451
2945.95457,2.03E-29,0.046,0.59,-0.0058,2181.8208
2945.962346,3.83E-26,0.045,0.61,-0.0058,1594.3831
2945.996599,3.36E-25,0.044,0.75,-0.005892,1432.1805
2945.997618,1.04E-22,0.044,0.75,-0.005892,1561.8958
2946.002305,1.04E-22,0.044,0.75,-0.005892,1561.7194
2946.0024,1.03E-27,0.045,0.58,-0.0058,2398.5664
2946.002981,1.75E-22,0.047,0.75,-0.005892,1561.5673
2946.020064,4.46E-25,0.044,0.75,-0.005892,1525.587
2946.039358,2.35E-24,0.039,0.75,-0.005892,1694.7051
2946.048249,1.27E-23,0.029,0.75,-0.005892,1754.9077
